threshold,class,pred_bout_index,gt_bout_index,tiou,pred_start,pred_end,gt_start,gt_end,start_offset_frames,end_offset_frames,split,video_id,prediction_type,backbone,head,seed,model_name,track
0.1,investigation,85,87,0.1142857142857142,19184,19199,19165,19187,19,12,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.1,investigation,87,90,0.2758620689655172,20400,20431,20319,20434,81,-3,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.1,investigation,88,92,0.4090909090909091,20736,20783,20718,20762,18,21,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.1,investigation,89,95,0.84375,21120,21151,21123,21149,-3,2,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.1,mount,90,96,0.7441860465116279,21152,21183,21151,21193,1,-10,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.1,investigation,91,97,0.5,21184,21295,21195,21250,-11,45,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.1,investigation,92,100,0.7837837837837838,21520,21551,21515,21548,5,3,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.1,investigation,93,101,0.625,22064,22095,22071,22090,-7,5,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.1,investigation,94,103,0.7454545454545455,22736,22783,22729,22776,7,7,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.1,investigation,95,104,0.8,22976,23007,22972,23011,4,-4,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.1,mount,96,105,0.7916666666666666,23008,23055,23013,23050,-5,5,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.1,investigation,97,107,0.8823529411764706,23456,23503,23453,23500,3,3,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,0,1,0.5859375,0,127,49,123,-49,4,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,1,2,0.9066666666666666,144,287,152,293,-8,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,2,3,0.9715025906735753,304,687,313,689,-9,-2,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,3,4,0.9612403100775194,704,1087,716,1090,-12,-3,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,4,6,0.3502358490566037,1120,1967,1306,1602,-186,365,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,5,9,0.9594594594594594,2176,2319,2178,2323,-2,-4,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,6,10,0.8921568627450981,2320,2415,2325,2421,-5,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,8,11,0.8205128205128205,2560,2591,2559,2597,1,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,9,12,0.7808219178082192,2592,2655,2599,2664,-7,-9,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,10,13,0.46875,2656,2687,2666,2680,-10,7,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,11,14,0.8484848484848485,2816,2847,2820,2848,-4,-1,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,12,15,0.9448529411764706,2848,3119,2850,3106,-2,13,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,13,16,0.4318181818181818,3120,3151,3108,3138,12,13,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,14,18,0.7928571428571428,3296,3423,3313,3435,-17,-12,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,15,19,0.375,3424,3487,3437,3460,-13,27,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,16,20,0.9375,3536,3567,3537,3566,-1,1,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,17,21,0.9846153846153848,3568,3631,3568,3632,0,-1,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,18,22,0.875,3632,3695,3634,3689,-2,6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,19,23,0.7272727272727273,3696,3727,3691,3734,5,-7,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,20,24,0.7671232876712328,3728,3791,3736,3800,-8,-9,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,22,27,0.4522058823529412,3808,4079,3859,3981,-51,98,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,23,29,0.7796610169491526,4288,4335,4290,4346,-2,-11,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,24,30,0.891566265060241,4336,4495,4348,4501,-12,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,26,31,0.6382978723404256,4592,4671,4612,4685,-20,-14,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,27,32,0.5,4672,4719,4687,4710,-15,9,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,29,34,0.5161290322580645,4976,5007,4965,5026,11,-19,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,33,35,0.5128205128205128,5104,5183,5028,5183,76,0,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,35,36,0.5913978494623656,5904,5967,5913,5996,-9,-29,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,36,37,0.9498525073746312,5984,6319,5998,6322,-14,-3,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,39,39,0.5370370370370371,6928,6975,6947,6981,-19,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,40,40,0.4513888888888889,6976,7119,6983,7047,-7,72,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,41,41,0.8135593220338984,7184,7231,7179,7237,5,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,42,42,0.9013452914798208,7232,7439,7239,7454,-7,-15,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,45,46,0.6588235294117647,8256,8335,8280,8340,-24,-5,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,47,47,0.4912280701754385,9072,9103,9047,9099,25,4,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,48,48,0.963855421686747,9104,9343,9101,9349,3,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,50,51,0.631578947368421,9600,9647,9573,9648,27,-1,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,51,53,0.821917808219178,10272,10335,10263,10331,9,4,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,52,54,0.9019607843137256,10336,10383,10333,10381,3,2,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,53,55,0.9844559585492229,10384,10575,10383,10573,1,2,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,55,56,0.9140625,10864,10991,10869,10985,-5,6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,57,57,0.3934426229508196,11840,11887,11864,11900,-24,-13,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,58,58,0.8756756756756757,11888,12063,11902,12072,-14,-9,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,60,59,0.5,12160,12191,12158,12176,2,15,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,61,60,0.8549618320610687,12192,12303,12178,12308,14,-5,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,63,63,0.8275862068965517,13088,13135,13085,13142,3,-7,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,64,64,0.8333333333333334,13136,13183,13144,13183,-8,0,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,65,65,0.625,13184,13199,13185,13194,-1,5,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,66,66,0.8823529411764706,13488,13503,13487,13502,1,1,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,67,67,0.6,13584,13599,13580,13595,4,4,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,68,68,0.8695652173913043,13600,13711,13597,13699,3,12,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,69,70,0.8205128205128205,13872,13903,13870,13908,2,-5,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,70,72,0.7887323943661971,14544,14607,14552,14614,-8,-7,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,71,73,0.8870292887029289,15136,15359,15121,15347,15,12,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,72,76,0.6666666666666666,16368,16383,16365,16388,3,-5,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,73,77,0.9056603773584906,16464,16511,16463,16515,1,-4,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,74,78,0.8186528497409327,16816,17007,16815,16973,1,34,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,75,79,0.8764044943820225,17088,17167,17079,17165,9,2,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,76,80,0.3404255319148936,17376,17407,17361,17391,15,16,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,77,81,0.5208333333333334,17472,17519,17487,17511,-15,8,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,79,82,0.25,18000,18015,18011,18014,-11,1,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,80,84,0.2553191489361702,18400,18447,18379,18566,21,-119,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,83,85,0.4,19056,19071,19049,19088,7,-17,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,84,86,0.6607142857142857,19072,19183,19090,19163,-18,20,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,87,90,0.2758620689655172,20400,20431,20319,20434,81,-3,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,88,92,0.4090909090909091,20736,20783,20718,20762,18,21,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,89,95,0.84375,21120,21151,21123,21149,-3,2,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,90,96,0.7441860465116279,21152,21183,21151,21193,1,-10,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,91,97,0.5,21184,21295,21195,21250,-11,45,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,92,100,0.7837837837837838,21520,21551,21515,21548,5,3,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,93,101,0.625,22064,22095,22071,22090,-7,5,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,94,103,0.7454545454545455,22736,22783,22729,22776,7,7,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,95,104,0.8,22976,23007,22972,23011,4,-4,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,mount,96,105,0.7916666666666666,23008,23055,23013,23050,-5,5,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.25,investigation,97,107,0.8823529411764706,23456,23503,23453,23500,3,3,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,0,1,0.5859375,0,127,49,123,-49,4,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,1,2,0.9066666666666666,144,287,152,293,-8,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,2,3,0.9715025906735753,304,687,313,689,-9,-2,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,3,4,0.9612403100775194,704,1087,716,1090,-12,-3,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,5,9,0.9594594594594594,2176,2319,2178,2323,-2,-4,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,6,10,0.8921568627450981,2320,2415,2325,2421,-5,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,8,11,0.8205128205128205,2560,2591,2559,2597,1,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,9,12,0.7808219178082192,2592,2655,2599,2664,-7,-9,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,11,14,0.8484848484848485,2816,2847,2820,2848,-4,-1,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,12,15,0.9448529411764706,2848,3119,2850,3106,-2,13,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,14,18,0.7928571428571428,3296,3423,3313,3435,-17,-12,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,16,20,0.9375,3536,3567,3537,3566,-1,1,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,17,21,0.9846153846153848,3568,3631,3568,3632,0,-1,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,18,22,0.875,3632,3695,3634,3689,-2,6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,19,23,0.7272727272727273,3696,3727,3691,3734,5,-7,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,20,24,0.7671232876712328,3728,3791,3736,3800,-8,-9,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,23,29,0.7796610169491526,4288,4335,4290,4346,-2,-11,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,24,30,0.891566265060241,4336,4495,4348,4501,-12,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,26,31,0.6382978723404256,4592,4671,4612,4685,-20,-14,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,27,32,0.5,4672,4719,4687,4710,-15,9,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,29,34,0.5161290322580645,4976,5007,4965,5026,11,-19,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,33,35,0.5128205128205128,5104,5183,5028,5183,76,0,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,35,36,0.5913978494623656,5904,5967,5913,5996,-9,-29,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,36,37,0.9498525073746312,5984,6319,5998,6322,-14,-3,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,39,39,0.5370370370370371,6928,6975,6947,6981,-19,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,41,41,0.8135593220338984,7184,7231,7179,7237,5,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,42,42,0.9013452914798208,7232,7439,7239,7454,-7,-15,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,45,46,0.6588235294117647,8256,8335,8280,8340,-24,-5,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,48,48,0.963855421686747,9104,9343,9101,9349,3,-6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,50,51,0.631578947368421,9600,9647,9573,9648,27,-1,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,51,53,0.821917808219178,10272,10335,10263,10331,9,4,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,52,54,0.9019607843137256,10336,10383,10333,10381,3,2,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,investigation,53,55,0.9844559585492229,10384,10575,10383,10573,1,2,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,55,56,0.9140625,10864,10991,10869,10985,-5,6,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
0.5,mount,58,58,0.8756756756756757,11888,12063,11902,12072,-14,-9,test_1,Mouse060_20160526_18-16-27,smoothed_frames,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43,YOLO/SPPF LSTM-256
