track,class,gt_start_frame,gt_end_frame,gt_duration_frames,overlapping_pred_bouts,covered_gt_frames,gt_coverage_fraction,split,video_id
Full attention-256,investigation,15084,15098,15,1,15,1.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,15296,15308,13,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,15545,15573,29,1,23,0.7931034482758621,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,15983,16083,101,1,96,0.9504950495049505,test_1,Mouse063_20160526_19-14-46
Full attention-256,mount,16085,16307,223,1,203,0.9103139013452914,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,16309,16329,21,1,21,1.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,mount,16331,16348,18,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,16742,16748,7,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,16986,17008,23,1,16,0.6956521739130435,test_1,Mouse063_20160526_19-14-46
Full attention-256,mount,17010,17072,63,1,62,0.9841269841269841,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,17074,17089,16,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,17162,17171,10,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,17618,17640,23,1,14,0.6086956521739131,test_1,Mouse063_20160526_19-14-46
Full attention-256,mount,17642,17707,66,1,66,1.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,17899,17911,13,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,mount,17913,17918,6,1,6,1.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,17920,17942,23,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,mount,17944,17958,15,1,15,1.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,17960,17972,13,1,5,0.38461538461538464,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,17980,17987,8,1,4,0.5,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,18429,18464,36,1,19,0.5277777777777778,test_1,Mouse063_20160526_19-14-46
Full attention-256,mount,18466,18792,327,1,318,0.9724770642201835,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,18914,18923,10,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,19173,19178,6,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,5,102,98,1,75,0.7653061224489796,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,120,234,115,1,115,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,250,260,11,1,6,0.5454545454545454,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,394,453,60,1,54,0.9,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,483,488,6,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,526,532,7,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,617,644,28,1,21,0.75,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,696,818,123,1,123,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,903,905,3,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,921,956,36,1,29,0.8055555555555556,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,987,1226,240,1,235,0.9791666666666666,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,1272,1337,66,1,56,0.8484848484848485,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,1581,1606,26,1,19,0.7307692307692307,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,1608,1635,28,1,24,0.8571428571428571,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,1637,1819,183,1,183,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,1853,1861,9,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,1967,1985,19,1,17,0.8947368421052632,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,1987,2014,28,1,28,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,2149,2162,14,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,2164,2195,32,1,28,0.875,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,2197,2213,17,1,17,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,2780,2783,4,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,2804,2879,76,2,60,0.7894736842105263,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,2881,2906,26,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,2908,2918,11,1,11,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,3056,3067,12,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,3069,3190,122,1,122,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,3192,3195,4,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,3254,3264,11,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,3266,3321,56,1,46,0.8214285714285714,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,3704,3717,14,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,3752,3949,198,1,198,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,3991,4000,10,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,4486,4533,48,1,26,0.5416666666666666,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,4535,4549,15,1,15,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,4653,4697,45,1,32,0.7111111111111111,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,4699,4757,59,1,53,0.8983050847457628,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,4759,4762,4,1,4,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,4982,5000,19,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,5002,5067,66,1,66,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,5161,5175,15,1,7,0.4666666666666667,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,5177,5294,118,1,118,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,5296,5348,53,1,53,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,5455,5469,15,1,14,0.9333333333333333,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,5471,5480,10,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,5482,5492,11,1,11,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,5523,5542,20,1,13,0.65,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,5742,5778,37,1,32,0.8648648648648649,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,5780,5818,39,1,28,0.717948717948718,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,5820,5868,49,1,49,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,6464,6474,11,1,11,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,6476,6484,9,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,6486,6576,91,1,90,0.989010989010989,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,6578,6609,32,1,30,0.9375,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,6611,6838,228,2,52,0.22807017543859648,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,6937,6945,9,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,7207,7309,103,1,103,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,7906,7923,18,1,18,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,7925,7938,14,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,7940,8054,115,1,108,0.9391304347826087,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,8056,8137,82,1,82,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,8139,8147,9,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,8149,8159,11,1,11,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,8161,8184,24,1,9,0.375,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,8243,8252,10,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,8709,8767,59,1,59,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,8949,8958,10,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,8960,9018,59,1,59,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,9156,9162,7,1,7,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,9164,9170,7,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,9172,9179,8,1,8,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,9181,9184,4,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,9186,9297,112,1,112,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,9386,9389,4,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,9649,9657,9,1,9,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,9659,9676,18,1,13,0.7222222222222222,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,9736,9750,15,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,9801,9813,13,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,9942,9956,15,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,10308,10321,14,1,2,0.14285714285714285,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,10323,10337,15,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,10339,10363,25,1,25,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,10487,10495,9,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,10601,10615,15,1,7,0.4666666666666667,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,10718,10732,15,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,10734,10767,34,1,34,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,10769,10782,14,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,10784,10800,17,1,16,0.9411764705882353,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,10968,10976,9,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,11038,11068,31,1,16,0.5161290322580645,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,11070,11078,9,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,11376,11387,12,1,12,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,11389,11394,6,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,11396,11490,95,1,92,0.968421052631579,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,11666,11686,21,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,12147,12170,24,1,13,0.5416666666666666,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,12172,12189,18,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,12461,12485,25,1,22,0.88,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,12487,12501,15,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,12503,12512,10,1,9,0.9,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,12745,12756,12,1,5,0.4166666666666667,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,12758,12770,13,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,12772,12781,10,1,10,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,12783,13102,320,1,319,0.996875,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,13480,13487,8,1,8,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,13489,13503,15,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,13505,13741,237,1,223,0.9409282700421941,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,13804,13812,9,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,14064,14086,23,1,7,0.30434782608695654,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,14088,14092,5,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,14094,14134,41,1,34,0.8292682926829268,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,14136,14147,12,1,12,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,14149,14166,18,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,14831,14902,72,1,71,0.9861111111111112,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,14904,14921,18,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,14923,14933,11,1,11,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,14956,14962,7,1,7,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,14964,14971,8,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,14973,14979,7,1,7,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,14981,15082,102,1,64,0.6274509803921569,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,15084,15098,15,1,15,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,15296,15308,13,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,15545,15573,29,1,23,0.7931034482758621,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,15983,16083,101,1,96,0.9504950495049505,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,16085,16307,223,1,203,0.9103139013452914,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,16309,16329,21,1,21,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,16331,16348,18,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,16742,16748,7,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,16986,17008,23,1,16,0.6956521739130435,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,17010,17072,63,1,62,0.9841269841269841,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,17074,17089,16,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,17162,17171,10,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,17618,17640,23,1,14,0.6086956521739131,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,17642,17707,66,1,66,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,17899,17911,13,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,17913,17918,6,1,6,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,17920,17942,23,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,17944,17958,15,1,8,0.5333333333333333,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,17960,17972,13,1,13,1.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,17980,17987,8,1,4,0.5,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,18429,18464,36,1,16,0.4444444444444444,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,mount,18466,18792,327,1,318,0.9724770642201835,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,18914,18923,10,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full LSTM-256,investigation,19173,19178,6,0,0,0.0,test_1,Mouse063_20160526_19-14-46
Full attention-256,investigation,5,239,235,1,235,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,272,477,206,1,206,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,565,874,310,1,267,0.8612903225806452,test_1,Mouse069_20160709_16-02-03
Full attention-256,mount,876,907,32,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,909,979,71,1,67,0.9436619718309859,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,1001,1043,43,1,23,0.5348837209302325,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,1045,1123,79,1,79,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,1125,1148,24,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,1150,1192,43,1,34,0.7906976744186046,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,1194,1206,13,1,13,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,1208,1233,26,1,16,0.6153846153846154,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,1235,1259,25,1,25,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,1261,1309,49,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,1311,1351,41,1,17,0.4146341463414634,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,1353,1584,232,2,215,0.9267241379310345,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,1586,1649,64,1,62,0.96875,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,2138,2170,33,1,16,0.48484848484848486,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,3128,3167,40,1,40,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,3294,3728,435,2,385,0.8850574712643678,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,3783,3826,44,1,44,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,3828,3958,131,1,112,0.8549618320610687,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,3960,3968,9,1,8,0.8888888888888888,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,3970,4160,191,1,190,0.9947643979057592,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,4313,4318,6,1,6,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,4320,4393,74,1,16,0.21621621621621623,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,4467,4476,10,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,4478,4683,206,2,142,0.6893203883495146,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,4697,4870,174,2,94,0.5402298850574713,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,4872,4882,11,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,7489,7522,34,1,31,0.9117647058823529,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,7849,7906,58,1,55,0.9482758620689655,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,8245,8266,22,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,8440,8457,18,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,8695,8791,97,1,97,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,8867,9133,267,1,237,0.8876404494382022,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,9368,9399,32,1,16,0.5,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,9572,9594,23,1,23,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,9736,9758,23,1,15,0.6521739130434783,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,9889,9899,11,1,11,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,10035,10047,13,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,10438,10489,52,1,42,0.8076923076923077,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,10491,10766,276,2,228,0.8260869565217391,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,10810,10810,1,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,10812,10966,155,1,151,0.9741935483870968,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,11030,11031,2,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,11033,11072,40,1,40,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,11132,11134,3,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,11136,11231,96,1,96,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,11233,11267,35,1,31,0.8857142857142857,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,11309,11315,7,1,4,0.5714285714285714,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,11317,11324,8,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,11326,11338,13,1,13,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,11418,11473,56,1,48,0.8571428571428571,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,11686,11696,11,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,11747,11764,18,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,attack,11766,11805,40,1,40,1.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,11851,11859,9,1,5,0.5555555555555556,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,12050,12058,9,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,13907,13913,7,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,14371,14384,14,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,15003,15020,18,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,15539,15632,94,1,64,0.6808510638297872,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,15696,15711,16,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,16814,16825,12,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,16860,16870,11,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full attention-256,investigation,17027,17044,18,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,5,239,235,1,235,1.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,272,477,206,1,206,1.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,565,874,310,1,267,0.8612903225806452,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,mount,876,907,32,1,28,0.875,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,909,979,71,1,64,0.9014084507042254,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,1001,1043,43,1,39,0.9069767441860465,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,1045,1123,79,1,79,1.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,1125,1148,24,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,1150,1192,43,1,34,0.7906976744186046,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,1194,1206,13,1,13,1.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,1208,1233,26,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,1235,1259,25,1,25,1.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,1261,1309,49,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,1311,1351,41,1,33,0.8048780487804879,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,1353,1584,232,3,151,0.6508620689655172,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,1586,1649,64,1,46,0.71875,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,2138,2170,33,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,3128,3167,40,1,40,1.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,3294,3728,435,3,353,0.8114942528735632,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,3783,3826,44,1,44,1.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,3828,3958,131,1,112,0.8549618320610687,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,3960,3968,9,1,9,1.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,3970,4160,191,1,176,0.9214659685863874,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,4313,4318,6,1,6,1.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,4320,4393,74,1,16,0.21621621621621623,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,4467,4476,10,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,4478,4683,206,2,142,0.6893203883495146,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,4697,4870,174,2,78,0.4482758620689655,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,4872,4882,11,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,7489,7522,34,1,31,0.9117647058823529,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,7849,7906,58,1,48,0.8275862068965517,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,8245,8266,22,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,8440,8457,18,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,8695,8791,97,1,89,0.9175257731958762,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,8867,9133,267,1,224,0.8389513108614233,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,9368,9399,32,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,9572,9594,23,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,9736,9758,23,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,9889,9899,11,1,11,1.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,10035,10047,13,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,10438,10489,52,1,42,0.8076923076923077,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,10491,10766,276,2,180,0.6521739130434783,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,10810,10810,1,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,10812,10966,155,1,144,0.9290322580645162,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,investigation,11030,11031,2,0,0,0.0,test_1,Mouse069_20160709_16-02-03
Full LSTM-256,attack,11033,11072,40,1,40,1.0,test_1,Mouse069_20160709_16-02-03
