split,video_id,prediction_type,class,start_frame,end_frame,duration_frames,model_name,track,head,capacity,seed
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,1344,1951,608,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2000,2527,528,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2624,2703,80,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2736,2783,48,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2880,3391,512,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3408,3455,48,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3600,3647,48,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3744,4047,304,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4128,4143,16,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4320,4495,176,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4624,4671,48,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4704,4751,48,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4784,4991,208,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5024,5087,64,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5104,5263,160,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5392,5487,96,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5536,5855,320,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5888,5951,64,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6080,6159,80,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6368,6655,288,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6688,6719,32,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6800,6815,16,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6848,7119,272,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,7408,7823,416,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,7904,8063,160,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8096,8287,192,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8624,8703,80,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8784,8815,32,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8848,8879,32,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,9280,9311,32,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,9408,9535,128,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,9536,9551,16,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,9552,9791,240,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,9936,10063,128,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10160,10191,32,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10416,10559,144,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10608,10719,112,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10928,11071,144,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,11248,11279,32,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,11280,12303,1024,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,12704,12863,160,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,12960,13119,160,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13200,13391,192,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13440,13471,32,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,13472,13535,64,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13536,13615,80,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13792,13887,96,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,14272,14287,16,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,14288,17951,3664,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,18272,18287,16,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,18288,18367,80,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,19264,19295,32,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,19296,19631,336,yolo_sppf_full_attention256_seed44,Attention-256,attention,256,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,0,479,480,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,480,511,32,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,512,927,416,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,992,1247,256,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,1344,1727,384,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,1728,1743,16,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,1744,1967,224,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2000,2271,272,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,2272,2287,16,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2288,2527,240,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2624,2703,80,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2736,2767,32,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2880,3231,352,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,3232,3263,32,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3264,3375,112,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3408,3455,48,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3600,3647,48,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3744,4047,304,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4320,4479,160,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4624,4671,48,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4704,4751,48,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4784,4991,208,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5024,5071,48,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5104,5263,160,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5392,5487,96,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,5552,5567,16,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5568,5855,288,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5888,5951,64,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6096,6159,64,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6368,6655,288,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6672,6719,48,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6800,6815,16,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6848,7103,256,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,7216,7231,16,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,7408,7807,400,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,7904,8063,160,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8096,8287,192,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8624,8703,80,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8784,8799,16,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8864,8879,16,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,9280,9311,32,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,9408,9519,112,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,9520,9551,32,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,9552,9791,240,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,9936,10047,112,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10160,10175,16,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,10176,10191,16,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10416,10559,144,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10608,10671,64,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10688,10719,32,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10928,11071,144,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,11248,11279,32,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,11280,12287,1008,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,12288,12303,16,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,12704,12847,144,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,12960,13119,160,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13200,13375,176,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13440,13471,32,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,13472,13535,64,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13536,13615,80,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13808,13871,64,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,14272,14287,16,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,14288,17951,3664,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,18272,18303,32,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,18304,18367,64,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,19264,19295,32,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,19296,19631,336,yolo_sppf_full_attention512_seed42,Attention-512,attention,512,42
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,0,927,928,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,992,1247,256,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,1328,1967,640,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2000,2527,528,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2624,2703,80,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2720,2767,48,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2880,3391,512,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3408,3455,48,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3600,3663,64,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3744,4047,304,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4320,4495,176,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4624,4671,48,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4704,4751,48,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4784,4991,208,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5008,5087,80,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5104,5263,160,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5392,5487,96,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5552,5855,304,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5888,5951,64,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6080,6175,96,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6288,6303,16,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6368,6655,288,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6672,6719,48,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6800,6815,16,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,6832,7119,288,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,7216,7231,16,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,7408,7823,416,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,7888,8063,176,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8096,8287,192,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8624,8703,80,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8784,8815,32,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,8848,8879,32,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,9264,9311,48,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,9408,9791,384,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,9936,10063,128,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10160,10191,32,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10400,10575,176,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10608,10719,112,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,10928,11071,144,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,11248,11279,32,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,11280,12287,1008,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,12288,12303,16,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,12704,12863,160,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,12960,13135,176,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13200,13391,192,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13424,13471,48,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,13472,13535,64,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13536,13615,80,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,13792,13887,96,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,14272,14303,32,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,14304,15775,1472,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,15776,15807,32,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,15808,17951,2144,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,18272,18287,16,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,18288,18303,16,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,18304,18367,64,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,19264,19295,32,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,mount,19296,19631,336,yolo_sppf_full_attention512_seed43,Attention-512,attention,512,43
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,0,479,480,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,480,495,16,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,496,927,432,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,992,1247,256,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,1328,1951,624,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2000,2271,272,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,attack,2272,2287,16,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2288,2527,240,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2624,2703,80,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2736,2783,48,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,2880,3391,512,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3408,3455,48,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3600,3647,48,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,3744,4047,304,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4320,4495,176,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4624,4671,48,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4704,4751,48,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,4784,4991,208,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
test_1,Mouse062_20160526_18-56-26,smoothed_frames,investigation,5024,5087,64,yolo_sppf_full_attention512_seed44,Attention-512,attention,512,44
