split,dataset_split,video_id,frame_idx,pose_context,image_path,pose_json,source_video
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,136,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000136.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,142,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000142.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,148,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000148.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,154,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000154.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,160,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000160.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,172,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000172.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,178,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000178.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,184,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000184.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,190,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000190.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,196,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000196.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,202,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000202.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,208,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000208.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,220,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000220.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,226,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000226.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,232,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000232.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,238,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000238.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,244,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000244.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,250,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000250.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,256,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000256.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,268,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000268.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,274,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000274.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,280,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000280.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,286,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000286.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,292,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000292.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,298,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000298.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,322,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000322.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,334,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000334.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,340,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000340.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,346,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000346.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,352,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000352.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,358,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000358.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,364,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000364.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,370,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000370.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,376,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000376.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,382,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000382.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,388,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000388.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,394,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000394.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,429,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000429.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,435,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000435.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,441,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000441.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,447,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000447.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,453,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000453.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,459,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000459.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,477,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000477.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,483,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000483.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,489,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000489.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,501,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000501.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,513,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000513.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,519,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000519.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,538,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000538.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,550,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000550.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,556,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000556.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,562,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000562.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,568,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000568.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,580,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000580.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,586,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000586.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,598,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000598.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,604,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000604.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,610,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000610.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,616,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000616.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,628,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000628.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,634,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000634.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
train,train,Mouse-Inter#8_20180628_13-14-30_00743-18190,640,attack,labeled-data/train_Mouse-Inter_8_20180628_13-14-30_00743-18190/img000640.png,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_pose_top_v1_7.json,MARS-data/train/Mouse-Inter#8_20180628_13-14-30_00743-18190/Mouse-Inter#8_20180628_13-14-30_00743-18190_Top.mp4
